NOMBRE ,TIPO,ENTRE CALLES ,COLONIA,LATITUD,LONGITUD
JARDINES DE SAN MANUEL 23,JARDIN VECINAL,"RIO TUXPAN Y RIO VERDE, ENTRE CIRCUITO JUAN PABLO II Y AV. SAN MANUEL",JARDINES DE SAN MANUEL,19.014206,-98.197852
JARDINES DE SAN MANUEL 5,JARDIN VECINAL,"RIO LERMA  Y RIO ATOYAC, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.010023,-98.205391
JARDINES DE SAN MANUEL 38,JARDIN VECINAL,"RIO PAPALOAPAN Y RIO CONCHOS, ENTRE AV. SAN IGNACIO Y CIRCUNVALACION",JARDINES DE SAN MANUEL,19.006275,-98.196778
JARDINES DE SAN MANUEL 20,JARDIN VECINAL,"RIO COLORADO Y  RIO CAZONES, ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION",JARDINES DE SAN MANUEL,19.008314,-98.202127
JARDINES DE SAN MANUEL 22,JARDIN VECINAL,RIO CAZONES Y RIO BALZAS ENTRE AV. SAN IGNACIO Y BLVD. CIRCUNVALACION ENTRE,JARDINES DE SAN MANUEL,19.0082,-98.201698
ROMA 7,PARQUE,CALLE BRINDISI ENTRE SALAMANCA Y LONDRES,ROMA,19.079317,-98.174298
SAN MIGUEL LA ROSA,AREA VERDE,"EMILIANO ZAPATA Y VICENTE SUAREZ, ENTRE AV. NACIONAL Y 29 DE SEPTIEMBRE",SAN MIGUEL LA ROSA,19.036889,-98.231915
CARMEN GASTRONOMICO 1,AREA DEPORTIVA,"HIDALGO B, ENTRE HIDALGO A Y C",EL CARMEN GASTRONOMICO INFONAVIT,19.002766,-98.234347
CARMEN GASTRONOMICO 2,AREA VERDE,"HIDALGO B, ENTRE HIDALGO A Y C",EL CARMEN GASTRONOMICO INFONAVIT,19.002448,-98.234219
VILLAS DEL SUR,AREA VERDE,C. 101 PONINETE Y 5 A SUR 1,VILLAS DEL SUR,18.995636,-98.229283
JARDINERAS DE QUETZALCOATL,JARDINERA,BOULEVARD XONACA ENTRE 16 Y 18 NORTE,BARRIO DE LOS REMEDIOS,19.044721,-98.186723
LA ROSA,JARDINERAS,AVENIDA DE LA ROSA ENTRE 26 ORIENTE Y PINO SUAREZ,LA ROSA INFONAVIT,19.058068,-98.170419
SAN CRISTOBAL TULCINGO CALERAS,PARQUE,BENITO JUAREZ ENTRE MIGUEL HIDALGO Y REFORMA,SAN CRISTOBAL TULCINGO CALERAS,19.115306,-98.214312
DE LAS AMERICAS,AREA VERDE,"AVENIDA DE LAS AMERICAS, ENTRE MARACAIBO Y  SANTA LUCIA",GEO VILLAS DEL SUR,18.960989,-98.258566
LA BARRANCA,PARQUE,ENTRE AHUEHUETE Y CAMINO LA PILA,LA BARRANCA,19.074862,-98.126526
ITALIA,AREA VERDE,ENTRE CALLE ITALIA Y LUXEMBURGO,GEO VILLAS DEL SUR,18.95783,-98.257859
FEDERICO ESCOBEDO,JARDIN,16 DE SEPTIEMBRE ENTRE CALLES 21 Y Y 23 PTE,EL CARMEN,19.036333,-98.203082
YODO,CANCHAS DEPORTIVAS,"YODO Y CROMO, ENTRE ESTAÑO Y MERCURIO",MINERALES DE GUADALUPE  SUR,18.956494,-98.24444
3 DE MAYO,PARQUE,CALLE 10 DE MAYO ENTRE INDEPENDENCIA Y XALTONAL,3 DE MAYO,19.086675,-98.158503
SOLIDARIDAD NACIONAL,PARQUE,ENTRE CALLE CEDRO Y SOBERANIA NACIONAL,SOLIDARIDAD NACIONAL,19.096271,-98.175287
COMPROMISO SOCIAL,JARDIN,SOBRE COMPROMISO SOCIAL ENTRE IDENTIDAD NACIONAL Y SOBERANIA NACIONAL,SOLIDARIDAD NACIONAL,19.095694,-98.17556
LA VICTORIA INFONAVIT,AREA VERDE,CASUARINAS ENTRE TULIPANES Y AZUCENAS,LA VICTORIA INFONAVIT,18.987419,-98.255727
SAN JOSE,PARQUE,CALLE 18 ORIENTE ENTRE 2 Y 4 NORTE,CENTRO HISTORICO,19.050398,-98.192317
CARMEN SERDAN,PLAZA AJARDINADA,ENTRE 6 NORTE Y 10 ORIENTE,CENTRO HISTORICO,19.046144,-98.191351
JOSE RESECK,PARQUE,AVENIDA 12 ORIENTE ENTRE 16 Y 18 NORTE,BARRIO DE LOS REMEDIOS,19.043886,-98.185843
VILLA FRONTERA 1,PARQUE,AVENIDA MEXICALI ENTRE PRIVADA NUEVO LAREDO Y NOGALES,VILLA FRONTERA,19.082863,-98.184446
LOMAS DE SAN MIGUEL 1,PARQUE,"NEZAHUALCOYOTL, ENTRE XICONTENCATL Y CUAUHTEMOC",LOMAS DE SAN MIGUEL,18.996973,-98.182531
GEOVILLAS DEL SUR AVENIDA DE LAS NACIONES 1,AREA VERDE,"AV. DE LAS NACIONES, ENTRE VALENCIA Y AVENIDA DE LAS NACIONES",GEOVILLAS DEL SUR,18.959462,-98.259222
GEOVILLAS DEL SUR AVENIDA DE LAS NACIONES 3,AREA VERDE,"AV, DE LAS NACIONES ENTRE CARACAS Y VALENCIA",GEOVILLAS DEL SUR,18.959578,-98.259096
PARQUE Y JARDINES EL TRIUNFO 1,PARQUE,"VICTORIA, ENTRE TRIUNFO Y DEL REFUGIO",EL TRIUNFO,18.967579,-98.241918
PARQUE Y JARDINES EL TRIUNFO 3,AREA VERDE,"VICTORIA, ENTRE TRIUNFO Y PROSPERIDAD",EL TRIUNFO,18.966898,-98.242448
SENDA DE LA MUJER 1,AREA VERDE,BOULEVARD HEROES DEL 5 DE MAYO Y 8 ORIENTE,CENTRO HISTORICO,19.045672,-98.191034
U. H. LA VICTORIA 1,PARQUE,"AV. CASUARINAS, DESDE CALLES JAZMINES Y ROSALES",INFONAVIT LA VICTORIA,18.988456,-98.255201
GEOVILLAS DEL SUR AVENIDA DE LAS NACIONES 5,AREA VERDE,"AV. DE LAS NACIONES, ENTRE VENEZUELA Y CARACAS",GEOVILLAS DEL SUR,18.95964,-98.258707
PARQUE Y JARDINES EL TRIUNFO 4,AREA VERDE,"TRIUNFO, ENTRE VICTORIA Y PROSPERIDAD",EL TRIUNFO,18.96701,-98.241659
SAN ANTONIO,PARQUE DEPORTIVO,ENTRE AVENIDA 3 NORTE Y 24 PONIENTE,BARRIO DE SAN ANTONIO,19.054118,-98.194341
JERUSALEN,PARQUE DEPORTIVO,12 SUR ENTRE 9 Y 7 ORIENTE,BARRIO DE ANALCO,19.037641,-98.192392
LOMAS DE SAN MIGUEL 5,PARQUE,"HUEMAC, ENTRE XOCHITL Y XICOTENCATL",LOMAS DE SAN MIGUEL,18.994456,-98.183774
FRATERNIDAD ANTORCHISTA,CANCHA,JOSE MARTI ENTRE HORACIO QUIROGA Y JOSE LUIS BORGES,FRATERNIDAD ANTORCHISTA,18.950197,-98.233753
LOMAS DE SAN ALFONSO,PARQUE,ENTRE CADILAC  E HISPANO SUIZA,LOMAS DE SAN ALFONSO,19.006019,-98.177267
ANDADOR FERRARI,ANDADOR,PACKARD 32 Y CAMNO AL BATAN,LOMAS DE SAN ALFONSO,19.00539,-98.179606
SAN JORGE 10,PARQUE DEPORTIVO,"PROL. DE LA 14 SUR, ENTRE CALLE 111 B ORIENTE Y DIAGONAL 105 ORIENTE",SAN JORGE II,18.984342,-98.216583
VALLE DEL REY,PARQUE DEPORTIVO,ENTRE 6 PONIENTE Y PRIVADA 45 A NORTE,VALLE DEL REY,19.064671,-98.227219
LAS HADAS 6,JARDIN VECINAL,ENTRE PRIVADA ESPAÑA Y CALLE ITALIA,LAS HADAS,19.064368,-98.211177
PLAZAS DE AMALUCAN 6,JARDIN VECINAL,ENTRE PLAZA DEL ALTO Y PLAZA DE ANALCO,PLAZAS DE AMALUCAN,19.043462,-98.146328
VILLA VERDE,CANCHA,54 NORTE ENTRE VILLA DORADA Y SENDERO,VILLA VERDE,19.058337,-98.164559
SAN RAMON 4,PARQUE,ENTRE BEGONIAS Y PRIVADA BEGONIAS,SAN RAMON,18.969335,-98.26247
LOMAS DE SAN MIGUEL 2,AREA VERDE,CUAUHTEMOC ENTRE CUITLAHUAC Y PRIV. ALEJANDRINA,LOMAS DE SAN MIGUEL,18.996532,-98.182162
PARQUE LARES SAN ALFONZO,PARQUE,LAGO Y LUNA,LARES SAN ALFONZO,18.96858,-98.231964
POPULAR COATEPEC 4,ÁREA VERDE,MIGUEL NEGRETE ENTRE VERACRUZ Y TLAXCALA,POPULAR COATEPEC,18.99448,-98.240488
POPULAR CASTILLOTLA 5,JARDIN VECINAL,"105 PONIENTE, ENTRE CALLE QUINTANA ROO Y QUERETARO",POPULAR CASTILLOTLA,18.995615,-98.235961
POPULAR CASTILLOTLA 6,JARDIN,"105 PONIENTE, ENTRE ENTRE OAXACA Y NUEVO LEON",POPULAR CASTILLOTLA,18.995141,-98.235194
POPULAR CASTILLOTLA 1,AREA VERDE,"105 PONIENTE, ENTRE AV. NACIONAL Y ZACATECAS",POPULAR CASTILLOTLA,18.997687,-98.239741
PARQUE REFORMA AGUA  AZUL (UXMAL),PARQUE,"47 PONIENTE, ENTRE UXMAL Y COPILCO",REFORMA AGUA  AZUL,19.031076,-98.21955
POPULAR CASTILLOTLA 7,JARDIN VECINAL,105 PONIENTE ENTRE CALLE SAN LUIIS POTOSI Y SINALOA,POPULAR CASTILLOTLA,18.996017,-98.236715
CENTRO DE DESARROLLO INFANTIL,AREA VERDE,"MIGUEL HIDALGO, ENTRE INDEPENDENCIA E IGNACIO ALLENDE",GUADALUPE HIDALGO,18.976618,-98.246726
SAN JERONIMO CALERAS 2,JARDIN,ENTRE PORFIRIO DIAZ Y NIÑOS HEROES,SAN JERONIMO CALERAS,19.090823,-98.215552
UNIVERSIDADES,AREA VERDE,"UNIVERSIDAD AUTONOMA DE NUEVO LEON, ENTRE UNIVERSIDAD AUTONOMA DE NAYARIT Y UNIVERSIDAD AUTONOMA DE ZACATECAS",UNIVERSIDADES,18.997014,-98.206042
PARQUE CORNELIO GONZALEZ,PARQUE,AVENIDA SAN RAMON 3RA ENTRE BETUNIAS Y ORQUIDEAS,SAN RAMON INFONAVIT,18.967222,-98.264125
LOMA BELLA 3 (PLAZA LA VICTORIA),PARQUE,"107 PONIENTE Y 105 PONIENTE, ENTRE 2o. RETORNO DE LA 5C SUR Y 5 SUR",LOMA BELLA INFONAVIT,18.993432,-98.234239
LOMA BELLA 4 (PLAZA DEL RECUERDO),PARQUE,"107 PONIENTE Y 109 PONIENTE, ENTRE 4To RETORNO DE LA 5 C SUR Y 5 SUR",LOMA BELLA INFONAVIT,18.992467,-98.234867
GEOVILLAS LAS GARZAS,PARQUE DEPORTIVO,"AV. MALINTZI, ENTRE AV. PARACUTIN Y AV. IZTACIHUATL",GEOVILLAS LAS GARZAS,19.000049,-98.250141
LOMA BELLA 7 (PLAZA GARIBALDI),DEPORTIVO,5 SUR Y PRIVADA GARIBALDI CERCA AL PERIFÉRICO,LOMA BELLA INFONAVIT,18.988313,-98.235581
LOMA BELLA 1,AREA VERDE,5 SUR Y CIRCUITO CENTRAL,LOMA BELLA INFONAVIT,18.989828,-98.234978
PLAZA DE LAS AMERICAS 2,AREA VERDE,111 PONIENTE ENTRE 5 Y 7 SUR,LOMA BELLA INFONAVIT,18.990802,-98.23595
LOMA BELLA,AREA VERDE,CUARTO ANDADOR JARDINES DE LA 5 SUR ENTRE 109 Y 111 PONIENTE,LOMA BELLA,18.990421,-98.235928
PARQUE LA GARITA,PARQUE,CALLE 44 NORTE ESQUINA CON  AVENIDA 14 ORIENTE,SAN LUIS GONZAGA,19.044102,-98.162312
MARAVILLAS 5,AREA VERDE,ENTRE CORDILLERA DE LOS ALPES Y CORDILLERA DE LOS BALCANES,MARAVILLAS,19.07102,-98.163002
VALLE DEL SOL,PARQUE,ANAXIMENES Y FLORES MAGON,VALLE DEL SOL,19.016309,-98.18724
S.N.T.E 1,AREA VERDE,PUEBLA SECCION 23 ENTRE AGUASCALIENTES Y VALLE DE MEXICO,S.N.T.E,18.962673,-98.232044
SAN SEBASTIAN DE APARICIO 2,PARQUE,REFORMA Y MEXICO ENTRE CALZADA DEL BEATO Y FRANCISCO I. MADERO,SAN SEBASTIAN DE APARICIO,19.101567,-98.160262
LOMAS DE SAN MIGUEL 4,PARQUE,"JUAN ROJAS, ENTRE  TENOCHTITLAN Y CALZADA EMILANO ZAPATA",LOMAS DE SAN MIGUEL,18.99411,-98.177015
U. H. LA MARGARITA 1,PLAZA AJARDINADA,AVENIDA 4O SUR Y 57 ORIENTE,LA MARGARITA INFONAVIT,19.006604,-98.185096
LOMAS DE SAN MIGUEL 9,AREA VERDE,TLALOC Y ESQUINA TENOCHTITLAN,LOMAS DE SAN MIGUEL,18.9951,-98.177042
SAN PABLO XOCHIMEHUACAN 2,JARDIN,ENTRE 5 DE MAYO Y FRANCISCO I. MADERO,SAN PABLO XOCHIMEHUACAN,19.091199,-98.200118
VILLA FRONTERA 7,CANCHA,CERRADA 9 A NORTE Y 102 PONIENTE,VILLA FRONTERA,19.086171,-98.183202
POPULAR EMILIANO ZAPATA 1,PARQUE DEPORTIVO,"OAXACA, ENTRE EFREN GARCIA Y 26 DE MAYO",POPULAR EMILIANO ZAPATA,18.998958,-98.233759
LOMAS DE SAN MIGUEL 3,PARQUE,"TONATIUH, ENTRE QUETZALCOATL Y TENOCHTITLAN",LOMAS DE SAN MIGUEL,18.997156,-98.178172
LOMAS DE SAN MIGUEL 10 (MONTE ALBAN),PARQUE,ENTRE AZCAPOTZALCO Y TENOCHTITLAN,LOMAS DE SAN MIGUEL,18.993536,-98.174342
U.H AMALUCAN 3,AREA VERDE,PRIMER ALAMO ENTRE DURAZNO Y CIPRES,AMALUCAN INFONAVIT,19.051718,-98.14559
SAN MIGUEL ESPEJO,PARQUE,CALLE MANUEL AVILA CAMACHO ENTRE FRANCISCO I. MADERO Y BENITO JUAREZ,SAN MIGUEL ESPEJO,19.095475,-98.067569
CLEOTILDE TORRES 1,PARQUE,PRIVADA 48 PONIENTE ENTRE 21 Y 19 NORTE,CLEOTILDE TORRES,19.070374,-98.197915
MATEO DE REGIL 1,PARQUE,CIRCUITO PASEO DE LAS FLORES Y CERRADA DE LOS LIRIOS,MATEO DE REGIL,19.007424,-98.245563
SAN MIGUEL MAYORAZGO INFONAVIT,AREA VERDE,BLVD. INDEPENDENCIA Y PROL. CASUARIAS,SAN MIGUEL MAYORAZGO INFONAVIT,18.989613,-98.257107
VIVEROS DEL VALLE,PARQUE DEPORTIVO,CALLE ALELI  ENTRE VIOLETA Y CAMINO REAL A MANZANILLA,VIVEROS DEL VALLE,19.072452,-98.144639
CLEOTILDE TORRES 2,JARDIN VECINAL,ENTRE 21 NORTE Y 56 PONIENTE,CLEOTILDE TORRES,19.072462,-98.197329
FRACCIONAMIENTO LAS MERCEDES,PARQUE,ENTRE CAMINO A LAS CARMELITAS (15 SUR) Y ORQUIDEAS,FRACCIONAMIENTO LAS MERCEDES,18.989702,-98.25165
PARQUE FRAY PEDRO,AREA VERDE,"FRAY  PEDRO DEL MELGAREJO, ENTRE BARTOLOMEO DE LAS CASAS Y JUAN ZUMARRAGA",TRES CRUCES,18.985007,-98.19419
CIRCUITO DE LAS FLORES,AREA VERDE,"PASEO DE LAS FLORES, ENTRE PASEO DE LAS FLORES Y CERRADA DE LOS GERANIOS",MATEO DE REGIL,19.00769,-98.247613
LAS MERCEDES,JARDIN,ENTRE LIMA Y TORONJA,LAS MERCEDES 2,18.989316,-98.252663
U.H AMALUCAN 4,PARQUE DEPORTIVO,ENTRE AVENIDA DE LAS TORRES Y AVENIDA DEL ROBLE,AMALUCAN INFONAVIT,19.049186,-98.146843
S.A.R.H.,AREA VERDE,LINDA VISTA Y CIRCUITO DEL ROBLE,S.A.R.H. XILOTZINGO FRACCIONAMIENTO,18.986188,-98.1977
MATEO DE REGIL 2,AREA VERDE,CIRCUITO DE LAS FLORES Y BOULEVARD CARMELITAS,MATEO DE REGIL,19.007474,-98.245251
PARQUE CAUCEL,DEPORTIVO,49 SUR Y ESQUINA 29 PONIENTE,AMPLIACION REFORMA,19.050441,-98.239024
SAN JORGE 7,ANDADOR,2° ANDADOR DE LA 12 A SUR ENTRE 111 A Y 111 B ORIENTE,SAN JORGE,18.985311,-98.218683
VICENTE LOMBARDO TOLEDANO,JARDIN,AVENIDA 4 SUR ENTRE 5 Y 3 ORIENTE,CENTRO HISTORICO,19.041631,-98.196681
SAN SEBASTIAN DE APARICIO 1,PARQUE,ENTRE IGNACIO ZARAGOZA Y REFORMA,SAN SEBASTIAN DE APARICIO,19.10232,-98.161596
SANTUARIO 2,PARQUE,ENTRE REFORMA Y SAN DIEGO BUENA VISTA,SAN APARICIO,19.10147,-98.161563
ARTICULO 13,AREA VERDE,"SAN IGNACIO, ENTRE ARTICULO 13 Y ARTICULO 12",CONSTITUCION MEXICANA,18.958304,-98.234352
SAN JORGE 3,CANCHAS,ENTRE 12 SUR Y 12 ASUR,SAN JORGE,18.984347,-98.218404
SANTA BARBARA JARDIN,PLAZA,ENTRE 32 NORTE Y 2 ORIENTE,SANTA BARBARA NORTE,19.034784,-98.177382
SANTUARIO 4,PARQUE,CALLE AYUNTAMIENTO ENTRE INDEPENDENCIA Y 5 DE MAYO,SAN SEBASTIAN DE APARICIO,19.100371,-98.163409
FUENTES DE SAN APARICIO,AREA VERDE,AV. 124 B PONIENTE Y C. CENTENARIO,FUENTES DE SAN APARICIO,19.092003,-98.165929
SAN BALTAZAR TETELA,CANCHAS,ADOLFO LOPEZ MATEOS ESQUINA CON GUADALUPE VICTORIA,SAN BALTAZAR TETELA,18.910386,-98.175338
JOSE TLAPALE,JARDIN VECINAL,ENTRE CALLE VIA  DE ORO Y GRAL JOSE TLAPALE,LA JOYA,19.018607,-98.180089
PRIMERA DE ANILLO PERIFERICO,AREA VERDE,ENTRE DE VIADUCTO Y CIRCUITO INTERIOR,FELIPE CARRILLO PUERTO,18.981335,-98.261843
MEXICO 83 1,PARQUE,CALLE YUCATAN ENTRE AGUASCALIENTES Y GUERRERO,MEXICO 83,19.084749,-98.16597
LUIS DONALDO COLOSIO,JARDIN,ENTRE AVENIDA 7 PONIENTE Y 5 SUR,CENTRO HISTORICO,19.043482,-98.202952
BELISARIO DOMINGUEZ 2,AREA VERDE,27 PONIENTE ENTRE ROSENDO MARQUEZ Y 41 SUR,BELISARIO DOMINGUEZ,19.049673,-98.234854
RESIDENCIAL PUEBLA 1,JARDIN VECINAL,"PRIV. 37 ORIENTE Y 37 ORIENTE, ENTRE 16 SUR Y AV. 18 SUR",RESIDENCIAL PUEBLA,19.023928,-98.195821
PARQUE RIO PAPAGAYO,PARQUE,RIO PAPAGAYO ENTRE FRAY J ANTONIO CUELLAR Y JUAN PADILLA,TRES CRUCES,18.99365,-98.191677
DIRECTIVA,AREA VERDE,14 SUR ENTRE 93 ORIENTE Y 91 ORIENTE,GRANJAS SAN ISIDRO,18.991558,-98.214649
AZCARATE 1,JARDIN,26 SUR ENTRE 15 Y13 ORIENTE,AZCARATE,19.031801,-98.186718
AZCARATE 2,JARDINERAS,24 SUR ENTRE 15 Y 17 ORIENTE,AZCARATE,19.030986,-98.187313
NARDOS,AREA VERDE,"NARDOS, ENTRE AZALEAS Y VIOLETAS",LA VICTORIA INFONAVIT,18.989044,-98.254129
PASEO DE SAN FRANCISCO 2,PASEO,ENTRE 14 ORIENTE Y PRIMERA CENTRAL,BARRIO DEL ALTO,19.045655,-98.189466
LOMA BELLA (PLAZA MEXICO),DEPORTIVO,"8O. RETORNO DE LA 5 B SUR, ENTRE 8O. RETORNO DE LA 5 C SUR Y  5 SUR",LOMA BELLA INFONAVIT,18.988932,-98.237116
PARQUE RECREATIVO LA PAZ,JARDIN VECINAL,TEZIUTLAN SUR ENTRE PETLALCINGO Y TULANCINGO,LA PAZ,19.053431,-98.224524
JARDINES DE SANTA ROSA,PARQUE,AVENIDA GUADALUPE ENTRE SANRA ROSA Y SANTA ELENA,JARDINES DE SANTA ROSA,18.970697,-98.244534
PASEO DE SAN FRANCISCO,PASEO,ENTRE 20 ORIENTE Y BOULEVARD XONACA (14 ORIENTE),BARRIO DEL ALTO,19.047391,-98.189074
VICTOR HUGO,JARDIN,2 SUR ENTRE 23 ORIENTE Y 25 ORIENTE,EL CARMEN,19.034489,-98.201509
JARDINES DE SANTA ROSA,AREA VERDE,ENTRE SANTA ROSA Y SANTA MARIA,JARDINES DE SANTA ROSA,18.966637,-98.247888
JARDINES DE SANTA ROSA,PARQUE,SANTA MARIA ENTRE PRIMERA CERRADA DE SANTA MARIA Y 139 PONIENTE,JARDINES DE SANTA ROSA,18.968172,-98.247087
HACIENDA DE MANZANILLA,CANCHAS DEPORTIVAS,ENTRE CALLE JAGÜEY Y QUERETARO,BOSQUES DE SANTA ANITA,19.080935,-98.134025
TRES CERRITOS,JARDIN,"PRIVADA A MALINTZI, ENTRE AV. MALINTZI Y PRIV. B MALINTZI",TRES CERRITOS,18.999176,-98.250328
PARQUE SANTA ROSA,PARQUE,CALLE SANTA CECILIA Y BLVD SANTA ROSA,JARDINES DE SANTA ROSA,18.966246,-98.248364
JARDINES DE SANTA ROSA,PARQUE,143 PONIENTE ENTRE SANTA ROSA Y SANTA CLARA,JARDINES DE SANTA ROSA,18.965256,-98.24765
TRES CERRITOS,AREA VERDES,"C. DEL REY, ENTRE MALINTZI Y POPOCATEPETL",TRES CERRITOS,18.999533,-98.250915
U. H. AGUA SANTA 4,JARDIN VECINAL,"AVENIDA 117 Y 119 PONIENTE, ENTRE 9 SUR F Y  9 SUR D",AGUA SANTA INFONAVIT,18.988367,-98.245523
AREA VERDE DE LOS PORTALES,AREA VERDE,DE LA FUENTE Y DE LOS PORTALES,BARRIOS DE SANTA CATARINA,18.968597,-98.165677
CUAUHTEMOC 1,JARDIN,54 PONIENTE ENTRE PRIVADA DE LA 5 NORTE Y 7 NORTE,CUAUHTEMOC,19.067032,-98.190129
CENTRO HISTORICO,JARDIN,ENTRE 22 ORIENTE Y 12 NORTE,CENTRO HISTORICO,19.048338,-98.18654
AREA VERDE DE LOS PORTALES,AREA VERDE,"CALLE DEL CARRIL DEL PUENTE, ENTRE DE LOS PORTALES Y DE LA FUENTE",BARRIOS DE SANTA CATARINA,18.968241,-98.165943
CARRIL DE LAS CRUCES,PARQUE,"CERRADA DE LAS CRUCES, ENTRE CRUZ DE LA LOZA Y DEL PUENTE",BARRIOS DE SANTA CATARINA,18.968272,-98.164813
BARRIOS DE SANTA CATARINA 2,AREA VERDE,CARRIL DEL PUENTE ENTRE DE LA PLAZUELA Y PARIAN,BARRIOS DE SANTA CATARINA,18.967988,-98.163507
AREA VERDE DEL CARRIL DEL PUENTE,AREA VERDE,CALLE DEL CARRIL DEL PUENTE ENTRE CALLE DE LOS TORNOS Y CALLE DEL PARIAN,BARRIOS DE SANTA CATARINA,18.96869,-98.163637
AREA VERDE DEL CARRIL DEL PUENTE,AREA VERDE,CALLE DEL CARRIL DEL PUENTE ENTRE CALLE DE LOS TORNOS Y CALLE DEL PARIAN,BARRIOS DE SANTA CATARINA,18.968308,-98.163788
SANTA MARIA XONACATEPEC 1,JARDINERA,CALLE CUAUHTEMOC ENTRE MIGUEL ALEMAN Y CRISTOBAL COLON,SANTA MARIA XONACATEPEC,19.087492,-98.104235
SANTA MARIA XONACATEPEC 2,CANCHA,ENTRE CAMINO A POPOTLA Y VICENTE GUERRERO,SANTA MARIA XONACATEPEC,19.092492,-98.099098
LA PERGOLA,JARDIN VECINAL,AVENIDA 6 NORTE ENTRE SEGUNDA Y TERCERA CENTRAL,CENTRO HISTORICO,19.048256,-98.190542
ALFABETIZACION 3,PARQUE,ENTRE 24 Y 26 NORTE,RESURGIMIENTO,19.036773,-98.183375
ALFABETIZACION 2,JARDIN,AVENIDA DON JUAN DE PALAFOX Y MENDOZA ENTRE 22 Y 24 NORTE,BARRIO DE LOS REMEDIOS,19.037304,-98.184385
LAS NINFAS,PARQUE DEPORTIVO,AVENIDA 25 PONIENTE ENTRE CALLES 17 Y 15 SUR,LOS VOLCANES,19.04129,-98.214749
VALLE DEL SOL 2,PARQUE DEPORTIVO,"SOFOCLES Y ARQUIMIDES, ENTRE HESIODO Y PITAGORAS",VALLE DEL SOL,19.014945,-98.185973
MONUMENTO FUNDADORES DE PUEBLA,JARDIN,BOULEVARD HEROES DEL 5 DE MAYO Y 14 ORIENTE,BARRIO DEL ALTO,19.045543,-98.18993
ENRIQUE BENITEZ REYES,JARDIN,"PRIVADA A ORIENTE DE LA 16 DE SEPTIEMBRE, ENTRE 43 ORIENTE Y DIAG. 41 ORIENTE",CARMEN HUEXOTITLA,19.027734,-98.207427
PRESIDENCIA SANTA MARIA TECOLA 1,AREA VERDE,NIÑOS HEROES Y MARIANO ESCOBEDO,SANTA MARIA GUADALUPE TECOLA JUNTA AUXILIAR,18.905484,-98.191845
PRESIDENCIA SANTA MARIA TECOLA 2,AREA VERDE,NIÑOS HEROES Y MARIANO ESCOBEDO,SANTA MARIA GUADALUPE TECOLA JUNTA AUXILIAR,18.905084,-98.192004
LUIS N. MORONES 2,PARQUE,AV. REYNALDO CERVANTES TORRES Y  LUIS N MORONES,LUIS N. MORONES INFONAVIT,18.993154,-98.197154
XILOTZINGO 7,ANDADOR,"SOBRE ANDADOR DEL ARBOLITO, ENTRE  AVENIDA DE LA HUERTA Y AV. DEL JARDIN",SAN JOSE XILOTZINGO INFONAVIT,18.989867,-98.199231
XILOTZINGO 4,ANDADOR,"SOBRE ANDADOR DEL GERANIO, ENTRE AV. DEL JARDIN Y AV. DEL HUERTO",SAN JOSE XILOTZINGO INFONAVIT,18.989597,-98.19849
XILOTZINGO 1,JARDIN VECINAL,"AND. DE LA ROSA, ENTRE CALLE DE CAMELIA Y BLVD. JOSE MARIA LA FRAGUA",SAN JOSE XILOTZINGO INFONAVIT,18.9893,-98.196488
PINO,PARQUE,CALLE CAOBA Y PINO,PASEOS DE LA  ARBOLEDA,18.946333,-98.239224
137 PONIENTE,AREA VERDE,ENTRE CUARTA DE ANILLO PERIFERICO Y 19 D SUR,PASEOS DE CASTILLOTLA,18.983508,-98.265417
137 PONIENTE,AREA VERDE,ENTRE CUARTA DE ANILLO PERIFERICO Y 19 D SUR,PASEOS DE CASTILLOTLA,18.983208,-98.265098
BARRIOS DE SANTA CATARINA 1,AREA VERDE,ESQUINA CON DE LOS MOLINOS Y DEL POZO,BARRIOS DE SANTA CATARINA,18.966792,-98.164319
GALAXIA CASTIILLOTLA,AREA VERDE,"137 PONIENTE, ENTRE 17 B SUR Y 3RA CALLE ANILLO PERIFERICO",GALAXIA CASTILLOTLA,18.981776,-98.263581
GALAXIA CASTILLOTLA 2,PARQUE,"137 PONIENTE, ENTRE 17 B SUR Y 17 A SUR",GALAXIA CASTILLOTLA,18.982117,-98.263815
GALAXIA CASTILLOTLA 1,JARDIN,"135 PONIENTE, ENTRE 19 SUR Y 19 A SUR",GALAXIA CASTILLOTLA,18.983374,-98.263711
S.N.T.E. 5 JARDIN DEL SNTE,JARDIN,SECCIÓN MONTERREY Y RAMON MARTINEZ MARTIN,S.N.T.E.,18.964878,-98.238242
CONSTITUCION MEXICANA,AREA VERDE,"CAMINO VIEJO A BALCONES, ENTRE ARTICULO 31 Y JUAN DE DIOS PESA",CONSTITUCION MEXICANA,18.953428,-98.233348
EL CARMEN,JARDIN,16 DE SEPTIEMBRE ENTRE 17 Y 15 ORIENTE,EL CARMEN,19.038546,-98.201604
LA HACIENDA 5,AREA VERDE,LA HACIENDA DE COATEPEC Y TALUD,LA HACIENDA,19.009629,-98.191137
COMPLEJO MULTIDEPORTIVO DE PUEBLA 1,AREA VERDE,131 PONIENTE Y 29 SUR,HACIENDA SANTA CLARA,18.989178,-98.270667
