NOMBRE ,TIPO,ENTRE CALLES ,COLONIA,LATITUD,LONGITUD
ROMA 6,PARQUE,CALLE BRINDISI ENTRE BERTRAND RUSSELL Y SALAMANCA,ROMA,19.079658,-98.173871
ROMA 2,PARQUE,CALLE BRINDISI ENTRE DINAMARCA Y SUECIA,ROMA,19.079024,-98.174612
ROMA 5,PARQUE,CALLE BRINDISI ENTRE ITALIA Y XALTONAC,ROMA,19.078431,-98.175221
LIBRA,AREA VERDE,ENTRE PLUTON Y VENUS,FOVISSSTE SAN ROQUE,19.009416,-98.242952
REFORMA AGUA AZUL,AREA VERDE,"C. 47 PONIENTE, ENTRE AV. 11 SUR Y C. PALENQUE",REFORMA AGUA AZUL,19.030302,-98.218166
NEPTUNO,AREA VERDE,ANDADOR ACUARIO Y ANDADOR ANDROMEDA,RINCON ARBOLEDAS,19.010529,-98.242783
VIA LACTEA,AREA VERDE,ENTRE PLUTON Y VENUS,FOVISSSTE SAN ROQUE,19.008763,-98.243126
PLAZA PEGASUS,AREA VERDE,ENTRE PLUTON Y VENUS,FOVISSSTE SAN ROQUE,19.008934,-98.24277
SAN JORGE 8,AREA VERDE,LATERAL DEL PERIFERICO ECOLOGICO,LOS HEROES PUEBLA III,18.979925,-98.221224
LOS HEROES 11,PARQUE,EN FRENTE DE LA PRIM. HEROES DEL 5 DE MAYO Y 12 SUR,LOS HEROES DE PUEBLA 1RA SECCION FRACCIONAMIENTO,18.974446,-98.222709
SAN JORGE 5,PLAZUELA,114 A ORIENTE ENTRE 14 SUR Y 12 A SUR,SAN JORGE,18.986148,-98.218833
PERIFERICO ECOLOGICO LATERAL,AREA VERDE,LATERAL PERIFERICO ECOLOGICO Y 16 SUR,LOS HEROES DE PUEBLA,18.977661,-98.214797
ANDROMEDA,AREA VERDE,ENTRE PLUTON Y VENUS,FOVISSSTE SAN ROQUE,19.00962,-98.242269
SAGITARIO,ANDADOR,ENTRE VENUS Y PLUTON,FOVISSSTE SAN ROQUE,19.009622,-98.242794
U.H. TECNOLOGICO,AREA VERDE,ENTRE BRINDISI Y ALBERT EINSTEIN,UNIDAD HABITACIONAL TECNOLOGICO,19.080326,-98.173011
PARICUTIN,PARQUE,CALLE PARICUTIN ENTRE AUTOPISTA MEXICO PUEBLA Y CALZADA IGNACIO ZARAGOZA,MALINTZIN,19.080326,-98.169021
SAN JORGE 6,PARQUE,ENTRE 111 A Y 111 B ORIENTE,SAN JORGE,18.98498,-98.218564
TEPEYAC,ANDADOR,INSURGENTES ENTRE VENUSTIANO CARRANZA Y FRANCISCO JAVIER MINA,TEPEYAC,19.068663,-98.178503
MALINTZIN 4,PARQUE,ENTRE CERRADA DEL MERCADO Y AUTOPISTA MEXICO PUEBLA,MALINTZIN,19.080964,-98.167622
SAN JORGE 4,PARQUE,12 A SUR Y QUINTO ANDADOR DE LA 12 A SUR,SAN JORGE,18.983777,-98.219128
SAN JORGE,PARQUE,RETORNO 12 A SUR ENTRE 111 B ORIENTE Y 107 A ORIENTE,SAN JORGE,18.982765,-98.219204
ACUARIO,AREA VERDE,ENTRE PLUTON Y VENUS,FOVISSSTE SAN ROQUE,19.009721,-98.242365
SAN JORGE 1,AREA VERDE,111 A ORIENTE ESQUINA CON 14 A SUR,SAN JORGE INFONAVIT,18.986081,-98.217894
REVOLUCION MEXICANA 2,AREA VERDE,3 NORTE ENTRE 86 Y 88 PONIENTE,REVOLUCION MEXICANA,19.077325,-98.18029
SAN JORGE 9,PARQUE DEPORTIVO,"PROL. DE LA 14 SUR, ENTRE CALLE 111 C ORIENTE Y 111 D OTE",EX-HACIENDA CHAPULCO,18.982558,-98.21804
LOMAS DE SAN MIGUEL 8,JARDIN,"QUETZALCOATL Y CALLE AZTLAN, ENTRE TONATIUH Y CAMINO AL BATAN",LOMAS DE SAN MIGUEL,18.997816,-98.179749
GUTIERRE DE CETINA,JARDIN,AVENIDA 5 DE MAYO ENTRE 12 Y 10 PONIENTE,CENTRO HISTORICO,19.049035,-98.196388
XANENETLA,JARDIN VECINAL,ENTRE 4 NORTE Y 28 ORIENTE,BARRIO DE XANENETLA,19.052572,-98.190106
PARQUE VILLA LAS FLORES,PARQUE,CAMPOS ELISEOS Y GUADALUPE VICTORIA,VILLA LAS FLORES,19.016869,-98.181
VILLA FRONTERA 6,PARQUE,ENTRE NUEVO LAREDO Y PIEDRAS NEGRAS POR LATERAL AUTOPISTA RUMBO A BAÑOS VILLA FRONTERA,VILLA FRONTERA,19.082172,-98.185317
JUAN SEBASTIAN BACH,PLAZA AJARDINADA,BOULEVARD HEROES DEL 5 DE MAYO Y 8 ORIENTE,CENTRO HISTORICO,19.045467,-98.191664
ALFABETIZACION 1 (PARQUE DE LAS LETRAS),PARQUE,AVENIDA DON JUAN DE PALAFOX Y MENDOZA ENTRE 20 Y 22 NORTE,BARRIO DE LOS REMEDIOS,19.037817,-98.185447
SENDA DE LA MUJER 2 (TEATRO PRINCIPAL),JARDIN,BOULEVARD HEROES DEL 5 DE MAYO Y 8 ORIENTE,CENTRO HISTORICO,19.044731,-98.191947
TEATRO PRINCIPAL,PLAZA AJARDINADA,ENTRE 8 ORIENTE Y 8 NORTE,CENTRO HISTORICO,19.04492,-98.1921
LA FLOR,EXPLANADA,"AV. VICENTE GUERRERO, ENTRE 39 ORIENTE Y VICENTE GUERRERO",LA FLOR,19.016968,-98.183578
XONACA 2,PARQUE,ENTRE 22 ORIENTE Y BOULEVARD XONACA,XONACA,19.046967,-98.173612
PLAZUELA  JOHN LENNON,PLAZUELA AJARDINADA,3 ORIENTE ENTRE 4 Y 6 SUR,CENTRO HISTORICO,19.0419,-98.195575
ASTA BANDERA CERRO DE LA PAZ,PLAZA AJARDINADA,AVENIDA JUAREZ ENTRE AMOZOC Y ESPERANZA,LA PAZ,19.055027,-98.227193
LA CRUZ,JARDINERA,12 NORTE ENTRE 14 Y 16 ORIENTE,BARRIO DEL ALTO,19.045814,-98.18813
SAN LUIS,JARDIN,AVENIDA 5 DE MAYO ENTRE CALLE 10 Y 8 ORIENTE,CENTRO HISTORICO,19.047977,-98.196398
ANDADOR DEL OCHAVO,ANDADOR,42 SUR ENTRE 57 Y 59 ORIENTE,LA MARGARITA,19.005622,-98.18557
JUAN DE PALAFOX Y MENDOZA,JARDIN,13 NORTE ESQUINA CON AVENIDA REFORMA,CENTRO HISTORICO,19.049046,-98.206958
ANDADOR DEL OCHAVO,ANDADOR,ENTRE 40 Y 42 SUR,LA MARGARITA,19.007361,-98.184472
SOR JUANA INES DE LA CRUZ,JARDIN,AVENIDA 5 NORTE ENTRE 4 Y 6 PONIENTE,CENTRO HISTORICO,19.047784,-98.200753
LIBRE EXPRESION,JARDIN,11 NORTE ESQUINA CON AVENIDA REFORMA JUNTO AL PASEO BRAVO,CENTRO HISTORICO,19.048703,-98.206306
PLAZA DE LA NOCHE BUENA,EXPLANADA,C. PLAZA DE ALCATRAZ,LA FLOR,19.019991,-98.184287
U. H. DAMISAL 15,AREA VERDE,105 PONIENTE Y 5 SUR,DAMISAL,18.994302,-98.232691
U. H. DAMISAL 15,AREA VERDE,105 PONIENTE Y 5 SUR,DAMISAL,18.99444,-98.232389
CLEOTILDE TORRES 3,JARDINERA,ENTRE BOULEVARD NORTE Y 52 PONIENTE,CLEOTILDE TORRES,19.071412,-98.196963
U. H. LA MARGARITA 7,AREA VERDE,BLVD. MUNICIPIO LIBRE Y AVENIDA 67 ORIENTE,LA MARGARITA INFONAVIT,18.998116,-98.185858
BARRIOS DE SANTA CATARINA 7,AREA VERDE,CALLE DE LAS CRUCES,BARRIOS DE SANTA CATARINA,18.968961,-98.164255
SAN JOSE MAYORAZGO,AREA VERDE,"AV.NACIONAL Y PRIV. 13 A SUR, ENTRE XOCHIMILCO Y LIBERTAD",SAN JOSE MAYORAZGO,19.014268,-98.228709
LA CIENEGA 6,PARQUE,ROSENDO SALAZAR ENTRE LEOBARDO COCA Y JOSE NIERA,UNIDAD HABITACIONAL LA CIENEGA,19.061487,-98.16999
BARRIOS DE SANTA CATARINA 3,AREA VERDE,CALLE DEL CAMINO DEL PUENTE Y CALLE DE LA PLAZUELA,BARRIOS DE SANTA CATARINA,18.968199,-98.163099
LA CIENEGA 3,AREA VERDE,"ENTRE DIAGONAL DEFENSORES DE LA REPUBLICA, MARTIN TORRES Y RICARDO FLORES MAGON",UNIDAD HABITACIONAL LA CIENEGA,19.062239,-98.168545
UNIDAD VICENTE SUAREZ 3,PARQUE DEPORTIVO,ENTRE AVENIDA 5 DE MAYO Y AVENIDA 2,VICENTE SUAREZ UNIDAD,19.021683,-98.176661
SANTA MARIA LA RIVERA,PARQUE,ENTRE ADOLFO LOPEZ MATEOS Y CARRETERA A SAN PABLO XOCHIMEHUACAN,SANTA MARIA LA RIVERA,19.084878,-98.203542
UNIDAD VICENTE SUAREZ 1,PARQUE,ENTRE AVENIDA 5 DE MAYO Y AVENIDA UNO,VICENTE SUAREZ UNIDAD,19.023409,-98.176676
U. H. LA MARGARITA 8,PLAZA,42 SUR ENTRE 59 ORIENTE Y 61 ORIENTE,LA MARGARITA,19.004581,-98.186161
LA CIENEGA,CANCHA DEPORTIVA,"CALLE JOVITA SILVA, ENTRE PASCUAL MENDOZA Y JAVILO SILVA",LA CIENEGA,19.061677,-98.167225
SAN RAFAEL PONIENTE,PARQUE DEPORTIVO,ENTRE SINALOA Y AVENIDA GUADALAJARA,SAN RAFAEL PONIENTE,19.083679,-98.230205
MEXICO 68 1,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.05361,-98.160443
MEXICO 68 2,JARDIN VECINAL,ENTRE RAFAEL OSUNA Y JUEGO DE PELOTA,MEXICO 68 FRACCIONAMIENTO,19.052012,-98.163483
MEXICO 68 3,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.054392,-98.16163
MEXICO 68 4,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.054135,-98.16124
MEXICO 68 5,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.053876,-98.160849
MEXICO 68 6,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.053837,-98.161847
MEXICO 68 7,JARDIN VECINAL,ENTRE RAFAEL OSUNA Y JUEGO DE PELOTA,MEXICO 68 FRACCIONAMIENTO,19.052357,-98.163882
MEXICO 68 8,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.052886,-98.160702
MEXICO 68 9,JARDIN VECINAL,ENTRE DEFENSORES DE LA REPUBLICA Y ADOLFO LOPEZ MATEOS,MEXICO 68 FRACCIONAMIENTO,19.054038,-98.16217
MEXICO 68 10,JARDIN VECINAL,ENTRE AVENIDA CICLISMO Y AVENIDA DEL FUEGO OLIMPICO,MEXICO 68 FRACCIONAMIENTO,19.054308,-98.162587
SAN APARICIO 2,PLAZUELA,ENTRE RETORNO SAN APARICIO ORIENTE Y SAN APARICIO ORIENTE,SAN APARICIO LAS FUENTES,19.088674,-98.165234
S.N.T.E. 2,AREA VERDE,AV. VALLE DE MEXICO Y AGUASCALIENTES,S.N.T.E.,18.962398,-98.235053
SANTUARIO 3,PARQUE,CALLE AYUNTAMIENTO ENTRE INDEPENDENCIA Y 5 DE MAYO,SAN SEBASTIAN DE APARICIO,19.098991,-98.165426
PLAZUELA DE LA DEMOCRACIA,PLAZA AJARDINADA,ENTRE 4 SUR Y JUAN DE PALAFOX Y MENDOZA,CENTRO HISTORICO,19.042733,-98.195894
PLAZA DE LAS AMERICAS 1,AREA VERDE,111 PONIENTE ENTRE 5 Y 7 SUR,LOMA BELLA INFONAVIT,18.990382,-98.235656
LOMA BELLA 10,AREA VERDE,CIRCUITO CENTRAL Y 5 SUR,LOMA BELLA INFONAVIT,18.990297,-98.235153
SAN JERONIMO CALERAS 1,PARQUE DEPORTIVO,ENTRE AVENIDA JOSEFA ORTIZ DE DOMINGUEZ Y CALLE 5,SAN JERONIMO CALERAS,19.089956,-98.221784
LOMA BELLA 5,PARQUE DEPORTIVO,SEXTO RETORNO 3 B SUR Y CIRCUITO CENTRAL,LOMA BELLA INFONAVIT,18.989599,-98.234206
REAL DE GUADALUPE,AREA VERDE,"17 NORTE, ENTRE 112 Y 114 PONIENTE",REAL DE GUADALUPE,19.093856,-98.181895
U.H AMALUCAN 10,PARQUE,RETORNO NARANJOS ENTRE ABEDUL Y NARANJOS,AMALUCAN INFONAVIT,19.052352,-98.144816
PARQUE EL TRIANGULO,PARQUE,ENTRE GENERAL MIGUEL NEGRETE Y CORONEL GABRIEL CORONA,HEROES DE PUEBLA,19.020991,-98.180749
LOMA BELLA,AREA VERDE,TERCER ANDADOR JARDINES DE LA 5 SUR ENTRE 109 Y 111 PONIENTE,LOMA BELLA,18.990805,-98.235689
LOMA BELLA,AREA VERDE,CUARTO ANDADOR JARDINES DE LA 5 SUR ENTRE 109 Y 111 PONIENTE,LOMA BELLA,18.989988,-98.236199
BARRIOS DE SANTA CATARINA,JARDIN,DE LOS ARCOS ENTRE ARCO CHICO Y ARCO GRANDE,BARRIOS DE SANTA CATARINA,18.96709,-98.163405
AREA VERDE DEL CARRIL DEL PUENTE,PARQUE,CALLE DEL CARRIL DEL PUENTE ENTRE CALLE DE LOS TORNOS Y CALLE DEL PARIAN,BARRIOS DE SANTA CATARINA,18.96791,-98.163987
MAYORAZGO 3,AREA VERDE,"79 PONIENTE, PRIV. 15 SUR Y 15 A SUR",SAN JOSE MAYORAZGO,19.008788,-98.233921
UNIDAD GUADALUPE (PARQUE DE LA SABIDURIA),PARQUE DEPORTIVO,"SECCION E  Y SECCION E2, ENTRE SECCION E Y SECCION C2",GUADALUPE,19.015518,-98.191458
LA HACIENDA 1,PARQUE DEPORTIVO,"HACIENDA COVADONGA, ENTRE HACIENDA COCOYOC Y HACIENDA BALVANERA",LA HACIENDA,19.011141,-98.192738
MANUEL GOMEZ MORIN,PARQUE,"CIRCUITO JUAN PABLO II, ENTRE  PRIV. 9 A SUR Y 9 SUR",PRADOS AGUA AZUL,19.026313,-98.217467
FRATERNIDAD ANTORCHISTA,PARQUE,JOSE MARTI ENTRE JUANA DE IBARBOROU Y CALLE 4,FRATERNIDAD ANTORCHISTA,18.950276,-98.232626
3A SANTA ISABEL,AREA VERDE,JUNTO A SEGUNDDA DE ANILLO PERIFERICO,ZONA SIN ASIGNACION DE NOMBRE DE COLONIA NUMERO 65,18.982934,-98.261804
HORACIO LABASTIDA MUÑOZ,PARQUE,"CIRCUITO JUAN PABLO II, ENTRE 9 SUR Y PRIV. 7B SUR",PRADOS AGUA AZUL,19.026039,-98.216933
LUIS N. MORONES 1,AREA VERDE,AV. DE LAS FLORES Y REYNALDO CERVANTES TORRES,LUIS N. MORONES INFONAVIT,18.991987,-98.198124
BOSQUES AMALUCAN,AREA VERDE,"C. DEL ROBLE, ENTRE NARANJO Y CIPRES",BOSQUES DE AMALUCAN 1RE. SECCION,19.0575,-98.117908
SAN FRANCISCO TOTIMEHUACAN 1,PLAZA,"BLVD. VALSEQUILLO Y 3 PONIENTE, ENTRE 3 SUR Y VICENTE GUERRERO",SAN FRANCISCO TOTIMEHUACAN,18.969184,-98.18539
PARQUE MANUEL AVILA CAMACHO,PARQUE DEPORTIVO,SOBRE BOULEVARD HEROES DEL 5 DE MAYO FRENTE AL CENHCH,EL ANGEL,19.035029,-98.197927
U. H. AGUA SANTA 1,PLAZA,"AV. 119 PONIENTE, ENTRE 9 A SUR Y 9 SUR D",AGUA SANTA INFONAVIT,18.986719,-98.245246
AMANDA,PARQUE DEPORTIVO,AVENIDA ESMERALDA ENTRE 27 Y 29 PONIENTE,RESIDENCIAL ESMERALDA,19.047481,-98.231741
DE LA 47 PONIENTE (FELIPE CARRILLO PUERTO),PARQUE DEPORTIVO,"47 PONIENTE, ENTRE 7 SUR Y PRIV. 5 SUR A",YENKINS Y BENITEZ,19.028341,-98.213425
SANTA INES,JARDIN,AVENIDA 3 SUR ENTRE CALLES 11 Y 9 PONIENTE,CENTRO HISTORICO,19.042047,-98.202264
SAN MIGUEL XONACATEPEC,JARDIN,BENITO JUAREZ ENTRE GUSTAVO DIAZ ORDAZ NORTE Y CARLOS SALINAS DE GORTARI,SAN MIGUEL XONACATEPEC,19.079642,-98.114277
PARQUE LA RESURRECCION,PARQUE,ENTRE IGNACIO ZARAGOZA Y JOSE MARIA MORELOS,JUNTA AUXILAR LA RESURRECCION,19.102309,-98.12844
LOS HEROES 1,PARQUE,16 SUR ENTRE 18 A SUR DIAGONAL Y 121 A ORIENTE,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.966052,-98.215481
NARANJOS,AREA VERDE,"IRIS, ENTRE ORQUIDEAS Y NARANJOS",SAN RAMON 4TA. SECCIÓN,18.963375,-98.259647
MIGUEL ALEMAN VALDES,PARQUE DEPORTIVO,ENTRE BOULEVARD XONACA Y 28 NORTE,MIGUEL ALEMAN VALDES,19.04551,-98.177657
ZOCALO,PLAZA AJARDINADA,ENTRE AVENIDA JUAN DE PALAFOX Y 16 DE SEPTIEMBRE,CENTRO HISTORICO,19.043687,-98.198091
LOS HEROES 12,PARQUE,18 SUR Y 117 ORIENTE,LOS HEROES DE PUEBLA 2DA SECCION FRACCIONAMIENTO,18.971262,-98.214126
MIGUEL ALEMAN VALDES,JARDIN,ENTRE BOULEVARD XONACA Y 28 NORTE,MIGUEL ALEMAN VALDES,19.044964,-98.178293
GUSTAVO DIAZ ORDAZ 1,PARQUE DEPORTIVO,"37 Y 39 PONIENTE, ENTRE PRIV. 17 B SUR Y 17 SUR",GUSTAVO DIAZ ORDAZ,19.036921,-98.21876
PASEO BRAVO (NICOLAS BRAVO),PARQUE,ENTRE AVENIDA REFORMA Y 11 PONIENTE,CENTRO HISTORICO,19.046847,-98.207755
TLALPUENTE,AREA VERDE,CALLE TLAPUENTE ENTRE LA MARGARITAS Y DURAZNO,NUEVA RESURRECCION,19.067521,-98.142735
U.H RIVERA ANAYA 1,PARQUE DEPORTIVO,ENTRE BOULEVARD MANUEL RIVERA ANAYA Y PRIMER ANDADOR ENRIQUE GARCIA CARRETO,MANUEL RIVERA  ANAYA INFONAVIT,19.05875,-98.145901
RINCON DE ARBOLEDAS NORTE,PARQUE DEPORTIVO,"RINCON DE LOS FRESNOS, ENTRE BLVD. RINCON ARBOLEDAS SUR Y RINCON DE LOS CEDROS",RINCON ARBOLEDAS,19.010255,-98.240643
LAS CARMELITAS 1,PARQUE DEPORTIVO,"5 DE MAYO, ENTRE RETORNO 20 DE NOVIEMBRE Y MIGUEL HIDALGO",LAS CARMELITAS INFONAVIT,18.9939,-98.251168
LOMA BELLA 6,PARQUE DEPORTIVO,"CIRCUITO CENTRAL, 5 SUR Y 111 PONIENTE",LOMA BELLA INFONAVIT,18.989478,-98.235792
BOSQUES DE SAN SEBASTIAN 8,JARDIN,ENTRE CALLE 3 B Y CALLE 4 B,BOSQUES DE SAN SEBASTIAN,19.060126,-98.133945
JARDIN PASEO HUMBOLDT,PARQUE,ENTRE BOULEVARD XONACA Y 20 ORIENTE,XONACA,19.045839,-98.181854
PARQUE DEL KILOMETRO 2,JARDIN,BOULEVARD MARIA DEL CARMEN MILLAN Y CALLE ENCINO,SAN FELIPE HUEYOTLIPAN,19.08088,-98.212457
LOS IDOLOS,JARDIN,ENTRE 62 PONIENTE Y 56 PONIENTE HASTA LA 9 NORTE,LOS IDOLOS,19.069379,-98.192076
LA COYOTERA,PARQUE DEPORTIVO,"EJIDO Y LIBERTAD, ENTRE CORREGIDORA Y AV. SAN FRANCISCO",SAN BALTAZAR LINDAVISTA,19.013594,-98.204901
NACIONES UNIDAS,PARQUE,XALTIPAN ENTRE TEPEYAC Y PRIVADA TEPEYAC,NACIONES UNIDAS,19.072513,-98.183172
LOMAS DEL MARMOL 4,PARQUE DEPORTIVO,BLVD. PORFIDO YENTRE ARABESCATO Y TRAVERTINO,LOMAS DEL MARMOL,19.000805,-98.181928
PARQUE JUAREZ,PARQUE URBANO,"BLVD. 5 DE MAYO, ENTRE 31 Y 43 ORIENTE",CARMEN HUEXOTITLA,19.028733,-98.204352
CAMPOS DEPORTIVO DEL SEMINARIO,AREA RECREATIVA,"ENTRE 2A DE JUAREZ Y TEPEACA, ENTRE MAYORAZGO Y TEHUACAN",VICENTE GUERRERO,19.007706,-98.226277
U. H. SAN BARTOLO 14,PARQUE DEPORTIVO,CIRCUITO SAN BARTOLO NORTE A Y CIRCUITO SAN BARTOLO SUR A,SAN BARTOLO INFONAVIT,18.992376,-98.241404
BOSQUES DE SAN SEBASTIAN 12,JARDIN VECINAL,CALLE 3 E ENTRE BOULEVARD PUEBLA Y RETORNO 5 E,BOSQUES DE SAN SEBASTIAN SECCION 1 INFONAVIT,19.063865,-98.127764
BOSQUES DE SAN SEBASTIAN 13,JARDIN VECINAL,CALLE 3 E ENTRE BOULEVARD PUEBLA Y RETORNO 5 E,BOSQUES DE SAN SEBASTIAN SECCION 1 INFONAVIT,19.063237,-98.127704
BOSQUES DE SAN SEBASTIAN 2,JARDIN VECINAL,ENTRE BOULEVARD MEXICO Y CALLE 1 A,BOSQUES DE SAN SEBASTIAN,19.058364,-98.139231
AMERICA SUR,PARQUE,ENTRE CALLE BRASIL Y RIO DE JANEIRO,AMERICA SUR,19.042286,-98.165748
UNIDAD SATELITE MAGISTERIAL 1,PARQUE,ENTRE CALLE PARMENIDES Y BOULEVARD ALBERT EINSTEIN,UNIDAD SATELITE MAGISTERIAL,19.046623,-98.157312
PLAZAS DE AMALUCAN 8,JARDIN VECINAL,ENTRE PLAZA DE SAN JOSE Y PLAZA DE LOS SAPOS,PLAZAS DE AMALUCAN,19.043401,-98.142377
SKATE BOARD,PARQUE DEPORTIVO,ENTRE BOULEVARD XONACA Y 20 NORTE,XONACA,19.045392,-98.182676
VALLE DORADO 1,JARDIN,ENTRE 24 PONIENTE Y 35 NORTE,VALLE DORADO,19.067698,-98.214752
U.H RIVERA ANAYA 7,PARQUE,ENTRE VICENTE LOMBARDO Y PEDRO CASTILLO OLIVARES,MANUEL RIVERA  ANAYA INFONAVIT,19.055354,-98.144923
BENITO JUAREZ,PARQUE DEPORTIVO,3 ORIENTE ENTRE 2 Y 4 SUR,LA LIBERTAD,19.068354,-98.233578
BOSQUES DE SAN SEBASTIAN 18,JARDIN VECINAL,ENTRE CALLE 5 B ESQUINA CON 7 B,BOSQUES DE SAN SEBASTIAN,19.058184,-98.133324
U.H AMALUCAN 8,JARDIN VECINAL,RETORNO FRESNO Y CIRCUITO AMALUCAN,AMALUCAN INFONAVIT,19.04878,-98.152363
BOSQUES DE SAN SEBASTIAN 24,PARQUE,ENTRE BOULEVARD PUEBLA Y  BOULEVARD MEXICO CON CALLE 1 B,BOSQUES DE SAN SEBASTIAN,19.062457,-98.134181
BOSQUES DE SAN SEBASTIAN 25,JARDIN VECINAL,ENTRE CALLE 2 B Y 6 B,BOSQUES DE SAN SEBASTIAN,19.060812,-98.13381
PARQUE ANDORRA,PARQUE,CALLE ANDORRA ENTRE FRANCIA E IRLANDA,BOSQUES DEL PILAR FRACCIONAMIENTO,19.056283,-98.126968
MARAVILLAS 6,AREA VERDE,ENTRE CORDILLERA CENTRAL Y CORDILLERA DE LOS BALCANES,MARAVILLAS,19.069922,-98.163539
BOSQUES DE AMALUCAN,PARQUE,ENTRE OCOTES Y DE LOS ENCINOS (PERIFERICO ECOLOGICO),BOSQUES DE AMALUCAN,19.055648,-98.114461
UNIDAD VICENTE SUAREZ 2,PARQUE DEPORTIVO,ENTRE AVENIDA 5 DE MAYO Y AVENIDA 2,VICENTE SUAREZ UNIDAD,19.021003,-98.176386
PLAZUELA DE ANALCO,PLAZA AJARDINADA,5 ORIENTE ENTRE 8 Y 10 SUR,BARRIO DE ANALCO,19.039437,-98.193809
PARQUE LOS OLIVOS,PARQUE,"105 ""A"" PONIENTE ENTRE FRANCISCO I. MADERO Y PROLONGACION 65 NORTE",LOS ANGELES BARRANCA HONDA,19.121877,-98.216541
BOSQUES DE SAN SEBASTIAN 35,PARQUE,ENTRE PRIMERA Y SEGUNDA DE XONACATEPEC,BOSQUES DE SAN SEBASTIAN,19.056844,-98.134868
PARQUE ALEMANIA,AREA VERDE,ENTRE REPUBLICA CHECA Y EL PILAR,BOSQUES DEL PILAR FRACCIONAMIENTO,19.055736,-98.121893
NACIONES UNIDAS 4,PARQUE,ENTRE 5 NORTE Y PRIVADA 74 PONIENTE,NACIONES UNIDAS,19.07359,-98.184946
LA GIRALDA 3,PARQUE,"107 PONIENTE Y 105 PONIENTE, ENTRE CALLES 5 Y 3 SUR",LOMA BELLA INFONAVIT,18.992281,-98.232202
LOMA BELLA 2 (PLAZA DEL SOL),PARQUE,"107 PONIENTE Y 109 PONIENTE, ENTRE CALLES 5 Y 3 SUR",LOMA BELLA INFONAVIT,18.991392,-98.232823
YUCATAN,PARQUE,"PRIVADA VERACRUZ Y YUCATAN, ENTRE  PRIV. ZACATECAS E IGANCIO MEJIA",POPULAR COATEPEC,18.995507,-98.240807
SONORA,PARQUE,CALLE SONORA  Y 105 PONIENTE,POPULAR COATEPEC,18.995929,-98.237613
PARQUE MIRADOR (PACKARD),PARQUE,"BLVD. CAMINO AL BATAN Y ANDEN PACKARD, ENTRE BLVD. CARRARA Y BLVD. BROCATEL",LOMAS DE SAN ALFONSO,19.004301,-98.179771
PLAZA TRAFALGAR,AREA VERDE,"5O RETORNO DE LA 3C SUR, ENTRE 109 PONIENTE Y 111 PONIENTE",LOMA BELLA INFONAVIT,18.990053,-98.23384
PLANTA TRATADORA DE AGUA,AREA VERDE DE PLANTA,DE LOS LIMONEROS Y CIRCUITO DE LAS FLORES,GEOVILLAS LA VISTA,19.007937,-98.248449
LIBRES (PARQUE DE LAS PATINETAS),AREA VERDE,ANDADOR DE LOS LIMONEROS Y CERRADA DE LOS TULIPANES,MATEO DE REGIL,19.00663,-98.247582
EXPLANADA SAN BARTOLO,EXPLANADA,"CIRCUITO SAN BARTOLO SUR A, ENTRE CIRCUITO SAN BARTOLO ORIENTE A Y CIRCUITO SAN BARTOLO SUR A",SAN BARTOLO INFONAVIT,18.990814,-98.239808
U. H. SAN BARTOLO 13,PARQUE DEPORTIVO,CIRCUITO SAN BARTOLO ORIENTE Y CIRCUITO SAN BARTOLO SUR A,SAN BARTOLO INFONAVIT,18.99094,-98.239237
CAIC,AREA VERDE,109 PONIENTE ENTRE 3 SUR Y 5 SUR,LOMA BELLA INFONAVIT,18.990162,-98.234299
U.H AMALUCAN 1,PARQUE,ENTRE BOULEVARD LAS TORRES Y CALLE JACARANDA,AMALUCAN INFONAVIT,19.047506,-98.144633
NACIONES UNIDAS 3 (PARQUE DE LA TORTUGA),PARQUE,XALTONATL ENTRE AYUNTAMIENTO Y PRIVADA 31 DE JULIO,NACIONES UNIDAS,19.072591,-98.179613
PINO SUAREZ,PARQUE,FLORES MAGÓN ENTRE TRIUNFO MADERISTA Y CAMINO A CEMENTOS,PINO SUAREZ,19.081148,-98.224376
MATEO DE REGIL 3,CANCHA,ENTRE CIRCUITO DE LAS FLORES SUR Y LOS LIMONEROS,MATEO DE REGIL,19.00743,-98.248633
